timestamp,mode,keygen,sign,verify,rejections
2025-06-01 16:09:15,2,0.083,0.167,0.094,0
2025-06-01 16:09:16,2,0.080,0.162,0.093,0
2025-06-01 16:09:17,2,0.080,0.163,0.092,0
2025-06-01 16:09:17,2,0.081,0.162,0.094,0
2025-06-01 16:09:18,2,0.081,0.165,0.092,0
2025-06-01 16:09:19,2,0.080,0.164,0.092,0
2025-06-01 16:09:19,2,0.082,0.164,0.093,0
2025-06-01 16:09:20,2,0.080,0.162,0.092,0
2025-06-01 16:09:21,2,0.082,0.162,0.091,0
2025-06-01 16:09:21,2,0.082,0.161,0.093,0
2025-06-01 16:09:22,2,0.080,0.162,0.093,0
2025-06-01 16:09:23,2,0.080,0.163,0.092,0
2025-06-01 16:09:23,2,0.082,0.161,0.092,0
2025-06-01 16:09:24,2,0.083,0.161,0.092,0
2025-06-01 16:09:24,2,0.082,0.162,0.091,0
2025-06-01 16:09:25,2,0.081,0.163,0.091,0
2025-06-01 16:09:26,2,0.083,0.162,0.091,0
2025-06-01 16:09:26,2,0.080,0.163,0.091,0
2025-06-01 16:09:27,2,0.080,0.163,0.091,0
2025-06-01 16:09:28,2,0.080,0.163,0.091,0
2025-06-01 16:09:28,2,0.080,0.164,0.092,0
2025-06-01 16:09:29,2,0.081,0.161,0.093,0
2025-06-01 16:09:30,2,0.080,0.163,0.092,0
2025-06-01 16:09:30,2,0.080,0.163,0.092,0
2025-06-01 16:09:31,2,0.081,0.163,0.091,0
2025-06-01 16:09:32,2,0.081,0.163,0.092,0
2025-06-01 16:09:32,2,0.080,0.164,0.091,0
2025-06-01 16:09:33,2,0.080,0.162,0.093,0
2025-06-01 16:09:34,2,0.081,0.162,0.093,0
2025-06-01 16:09:34,2,0.080,0.161,0.093,0
2025-06-01 16:09:35,2,0.080,0.162,0.093,0
2025-06-01 16:09:35,2,0.081,0.163,0.091,0
2025-06-01 16:09:36,2,0.080,0.162,0.094,0
2025-06-01 16:09:37,2,0.082,0.162,0.092,0
