timestamp,mode,keygen,sign,verify,rejections
2025-06-01 16:09:37,2,0.080,0.164,0.091,0
2025-06-01 16:09:38,2,0.081,0.164,0.091,0
2025-06-01 16:09:39,2,0.081,0.163,0.091,0
2025-06-01 16:09:39,2,0.080,0.164,0.091,0
2025-06-01 16:09:40,2,0.082,0.161,0.092,0
2025-06-01 16:09:41,2,0.082,0.161,0.092,0
2025-06-01 16:09:41,2,0.080,0.161,0.093,0
2025-06-01 16:09:42,2,0.083,0.161,0.091,0
2025-06-01 16:09:43,2,0.080,0.164,0.091,0
2025-06-01 16:09:43,2,0.081,0.161,0.093,0
2025-06-01 16:09:44,2,0.080,0.164,0.091,0
2025-06-01 16:09:45,2,0.080,0.162,0.093,0
2025-06-01 16:09:45,2,0.080,0.164,0.091,0
2025-06-01 16:09:46,2,0.081,0.162,0.092,0
2025-06-01 16:09:46,2,0.080,0.163,0.092,0
2025-06-01 16:09:47,2,0.082,0.161,0.091,0
2025-06-01 16:09:48,2,0.081,0.164,0.091,0
2025-06-01 16:09:48,2,0.081,0.163,0.091,0
2025-06-01 16:09:49,2,0.081,0.163,0.091,0
2025-06-01 16:09:50,2,0.080,0.168,0.091,0
2025-06-01 16:09:50,2,0.083,0.162,0.092,0
2025-06-01 16:09:51,2,0.080,0.163,0.091,0
2025-06-01 16:09:52,2,0.082,0.162,0.091,0
2025-06-01 16:09:52,2,0.083,0.161,0.091,0
2025-06-01 16:09:53,2,0.082,0.161,0.091,0
2025-06-01 16:09:54,2,0.080,0.162,0.093,0
2025-06-01 16:09:54,2,0.081,0.163,0.091,0
2025-06-01 16:09:55,2,0.080,0.162,0.093,0
2025-06-01 16:09:55,2,0.080,0.163,0.091,0
2025-06-01 16:09:56,2,0.081,0.161,0.091,0
2025-06-01 16:09:57,2,0.080,0.161,0.093,0
2025-06-01 16:09:57,2,0.081,0.163,0.091,0
2025-06-01 16:09:58,2,0.080,0.161,0.094,0
2025-06-01 16:09:59,2,0.080,0.162,0.093,0
2025-06-01 16:09:59,2,0.081,0.162,0.093,0
2025-06-01 16:10:00,2,0.081,0.164,0.091,0
2025-06-01 16:10:01,2,0.080,0.164,0.091,0
2025-06-01 16:10:01,2,0.080,0.163,0.092,0
2025-06-01 16:10:02,2,0.083,0.161,0.092,0
2025-06-01 16:10:03,2,0.080,0.162,0.092,0
2025-06-01 16:10:03,2,0.082,0.162,0.092,0
2025-06-01 16:10:04,2,0.081,0.165,0.092,0
2025-06-01 16:10:05,2,0.080,0.164,0.091,0
2025-06-01 16:10:05,2,0.081,0.163,0.091,0
2025-06-01 16:10:06,2,0.082,0.162,0.091,0
2025-06-01 16:10:07,2,0.082,0.164,0.092,0
2025-06-01 16:10:07,2,0.081,0.163,0.091,0
2025-06-01 16:10:08,2,0.083,0.162,0.091,0
2025-06-01 16:10:08,2,0.082,0.162,0.092,0
2025-06-01 16:10:09,2,0.081,0.163,0.091,0
2025-06-01 16:10:10,2,0.080,0.163,0.091,0
2025-06-01 16:10:10,2,0.081,0.164,0.092,0
2025-06-01 16:10:11,2,0.082,0.162,0.091,0
2025-06-01 16:10:12,2,0.080,0.164,0.091,0
2025-06-01 16:10:12,2,0.082,0.162,0.093,0
2025-06-01 16:10:13,2,0.081,0.162,0.092,0
2025-06-01 16:10:14,2,0.080,0.163,0.092,0
2025-06-01 16:10:14,2,0.080,0.162,0.093,0
2025-06-01 16:10:15,2,0.080,0.163,0.092,0
2025-06-01 16:10:16,2,0.080,0.163,0.091,0
2025-06-01 16:10:16,2,0.081,0.162,0.093,0
2025-06-01 16:10:17,2,0.080,0.163,0.092,0
2025-06-01 16:10:17,2,0.080,0.161,0.093,0
2025-06-01 16:10:18,2,0.082,0.163,0.093,0
2025-06-01 16:10:19,2,0.081,0.162,0.092,0
2025-06-01 16:10:19,2,0.080,0.164,0.091,0
