timestamp,mode,keygen,sign,verify,rejections,ntru_timing,gauss_timing,fft_timing
2025-07-18 18:06:13,1024,52.669,14.602,0.116,0.0000,39.112,2.579,10.210
2025-07-18 18:06:15,1024,52.584,14.634,0.116,0.0000,38.966,2.584,10.283
