timestamp,mode,keygen,sign,verify
2025-05-19 13:36:23,192f,4.03,104.805,5.972
2025-05-19 13:36:24,192f,3.974,103.538,5.86
2025-05-19 13:36:26,192f,3.998,103.17,5.955
2025-05-19 13:36:28,192f,3.975,102.873,5.865
2025-05-19 13:36:30,192f,3.966,102.919,5.877
2025-05-19 13:36:32,192f,3.972,103.368,6.332
2025-05-19 13:36:34,192f,3.973,103.629,5.907
2025-05-19 13:36:35,192f,3.974,104.433,5.948
2025-05-19 13:36:37,192f,3.986,103.48,5.897
2025-05-19 13:36:39,192f,3.982,103.492,5.913
2025-05-19 13:36:41,192f,4.201,106.699,6.494
2025-05-19 13:36:43,192f,3.972,103.231,5.827
2025-05-19 13:36:45,192f,3.96,103.077,5.894
2025-05-19 13:36:46,192f,3.975,103.533,5.897
2025-05-19 13:36:48,192f,4.014,103.78,5.85
2025-05-19 13:36:50,192f,3.975,103.6,5.942
2025-05-19 13:36:52,192f,3.996,103.7,5.94
2025-05-19 13:36:54,192f,3.983,103.36,5.876
2025-05-19 13:36:56,192f,3.993,103.189,5.889
2025-05-19 13:36:58,192f,3.971,103.179,5.935
2025-05-19 13:36:59,192f,3.978,103.874,5.944
2025-05-19 13:37:01,192f,3.988,103.664,5.91
2025-05-19 13:37:03,192f,4.022,103.808,5.958
2025-05-19 13:37:05,192f,4.269,103.373,5.855
2025-05-19 13:37:07,192f,4.314,103.444,5.915
2025-05-19 13:37:09,192f,3.99,103.712,5.835
2025-05-19 13:37:10,192f,4.055,103.74,5.898
2025-05-19 13:37:12,192f,3.998,103.584,5.947
2025-05-19 13:37:14,192f,4.002,103.972,5.975
2025-05-19 13:37:16,192f,3.985,103.639,5.925
2025-05-19 13:37:18,192f,3.981,104.003,5.902
2025-05-19 13:37:20,192f,3.994,103.81,5.935
2025-05-19 13:37:22,192f,4.003,103.62,5.925
2025-05-19 13:37:23,192f,4.029,103.661,5.916
2025-05-19 13:37:25,192f,3.987,103.836,5.916
2025-05-19 13:37:27,192f,3.996,103.508,5.939
2025-05-19 13:37:29,192f,3.983,103.326,5.9
2025-05-19 13:37:31,192f,4.013,102.875,5.928
2025-05-19 13:37:33,192f,3.948,102.662,5.887
2025-05-19 13:37:34,192f,3.955,103.175,5.856
2025-05-19 13:37:36,192f,4.003,104.01,5.966
2025-05-19 13:37:38,192f,3.971,103.424,5.888
2025-05-19 13:37:40,192f,3.985,103.852,5.968
2025-05-19 13:37:42,192f,3.98,103.79,5.865
2025-05-19 13:37:44,192f,3.996,103.474,5.929
2025-05-19 13:37:45,192f,3.972,103.348,5.86
2025-05-19 13:37:47,192f,3.908,101.562,5.829
2025-05-19 13:37:49,192f,3.965,103.635,5.878
2025-05-19 13:37:51,192f,3.981,103.503,5.998
2025-05-19 13:37:53,192f,3.99,103.763,5.869
2025-05-19 13:37:55,192f,3.995,103.547,5.939
2025-05-19 13:37:56,192f,4.016,103.84,5.925
2025-05-19 13:37:58,192f,3.975,103.556,5.946
2025-05-19 13:38:00,192f,3.984,103.206,5.935
2025-05-19 13:38:02,192f,3.972,103.196,5.91
2025-05-19 13:38:04,192f,3.974,103.648,5.875
2025-05-19 13:38:06,192f,3.975,103.568,5.95
2025-05-19 13:38:07,192f,3.99,103.576,5.915
2025-05-19 13:38:09,192f,3.976,103.622,5.892
2025-05-19 13:38:11,192f,4.007,104.554,6.028
2025-05-19 13:38:13,192f,4.007,103.138,5.893
2025-05-19 13:38:15,192f,3.958,103.262,5.845
2025-05-19 13:38:17,192f,4.006,103.803,5.896
2025-05-19 13:38:19,192f,4.015,104.398,5.954
2025-05-19 13:38:20,192f,4.023,104.688,5.933
2025-05-19 13:38:22,192f,3.989,103.755,5.914
2025-05-19 13:38:24,192f,3.981,103.764,5.91
2025-05-19 13:38:26,192f,3.975,103.791,5.973
2025-05-19 13:38:28,192f,4.191,104.994,6.084
2025-05-19 13:38:30,192f,4.005,103.644,5.932
2025-05-19 13:38:32,192f,4.018,103.26,5.94
2025-05-19 13:38:33,192f,3.983,103.374,5.975
2025-05-19 13:38:35,192f,3.97,103.264,5.888
