timestamp,mode,keygen,sign,verify
2025-04-21 17:49:53,128f,21.432,503.931,31.458
2025-04-21 17:49:55,128f,21.203,497.216,31.327
2025-04-21 17:49:53,128f,21.672,499.493,30.928
2025-04-21 17:49:55,128f,21.398,495.079,30.493
2025-04-21 17:49:56,128f,21.571,496.089,30.351
2025-04-21 17:49:58,128f,21.317,502.466,30.706
2025-04-21 17:49:59,128f,21.326,503.922,39.920
2025-04-21 17:50:00,128f,21.443,518.666,32.247
2025-04-21 17:50:02,128f,21.291,494.871,30.809
2025-04-21 17:50:03,128f,21.452,499.068,31.031
