timestamp,mode,keygen,sign,verify
2025-04-25 00:25:20,128s,1154.765,9167.501,10.598
2025-04-25 00:25:31,128s,1158.296,9225.145,11.586
2025-04-25 00:25:42,128s,1166.207,9188.596,10.554
2025-04-25 00:25:54,128s,1159.213,9200.563,10.467
2025-04-25 00:26:05,128s,1161.445,9190.780,10.488
2025-04-25 00:26:16,128s,1157.411,9199.053,10.673
2025-04-25 00:26:27,128s,1157.308,9221.988,10.575
2025-04-25 00:26:38,128s,1155.851,9201.917,10.700
2025-04-25 00:26:49,128s,1155.649,9243.677,10.375
2025-04-25 00:27:00,128s,1160.297,9212.749,10.762
2025-04-25 00:27:11,128s,1155.712,9212.529,10.761
2025-04-25 00:27:22,128s,1158.756,9217.354,10.622
2025-04-25 00:27:34,128s,1156.050,9184.559,10.731
2025-04-25 00:27:45,128s,1158.573,9208.347,10.581
2025-04-25 00:27:56,128s,1160.811,9219.766,10.849
2025-04-25 00:28:07,128s,1166.447,9202.170,10.579
2025-04-25 00:28:18,128s,1156.946,9232.041,10.550
2025-04-25 00:28:29,128s,1196.894,9216.550,10.760
2025-04-25 00:28:40,128s,1159.149,9230.031,10.487
2025-04-25 00:28:51,128s,1164.091,9210.918,10.412
2025-04-25 00:29:02,128s,1158.708,9227.274,10.489
2025-04-25 00:29:14,128s,1160.539,9209.430,10.741
2025-04-25 00:29:25,128s,1163.620,9197.133,10.741
2025-04-25 00:29:36,128s,1158.490,9220.305,10.508
2025-04-25 00:29:47,128s,1159.559,9165.097,10.568
2025-04-25 00:29:58,128s,1156.785,9194.172,10.648
2025-04-25 00:30:09,128s,1158.509,9211.744,10.517
2025-04-25 00:30:20,128s,1160.191,9212.660,10.606
2025-04-25 00:30:31,128s,1156.784,9216.647,10.778
2025-04-25 00:30:42,128s,1155.537,9197.730,10.474
2025-04-25 00:30:53,128s,1160.072,9203.744,10.773
2025-04-25 00:31:05,128s,1159.580,9205.241,10.536
2025-04-25 00:31:16,128s,1156.935,9215.479,10.567
2025-04-25 00:31:27,128s,1156.025,9227.321,10.401
2025-04-25 00:31:38,128s,1158.317,9240.609,10.715
2025-04-25 00:31:49,128s,1155.321,9210.648,10.490
2025-04-25 00:32:00,128s,1162.577,9207.550,10.519
2025-04-25 00:32:11,128s,1157.310,9194.590,11.163
2025-04-25 00:32:22,128s,1156.578,9212.504,10.762
2025-04-25 00:32:33,128s,1161.525,9182.879,10.600
2025-04-25 00:32:44,128s,1162.398,9197.849,10.575
2025-04-25 00:32:56,128s,1161.059,9233.805,10.549
2025-04-25 00:33:07,128s,1160.169,9225.993,10.514
2025-04-25 00:33:18,128s,1159.044,9207.285,10.635
2025-04-25 00:33:29,128s,1155.041,9216.311,10.489
2025-04-25 00:33:40,128s,1160.012,9239.886,10.641
2025-04-25 00:33:51,128s,1159.263,9203.796,10.712
