timestamp,mode,keygen,sign,verify
2025-05-19 11:39:31,192f,3.746,97.419,5.148
2025-05-19 11:39:33,192f,3.717,96.312,5.096
2025-05-19 11:39:35,192f,3.735,97.923,5.182
2025-05-19 11:39:37,192f,3.727,96.791,5.151
2025-05-19 11:39:38,192f,3.777,97.907,5.163
2025-05-19 11:39:40,192f,3.722,96.448,5.117
2025-05-19 11:39:42,192f,3.742,96.616,5.111
2025-05-19 11:39:44,192f,3.679,96.434,5.116
2025-05-19 11:39:45,192f,3.779,97.79,5.189
2025-05-19 11:39:47,192f,3.751,96.93,5.123
2025-05-19 11:39:49,192f,3.769,97.508,5.189
2025-05-19 11:39:51,192f,3.777,96.164,5.102
2025-05-19 11:39:52,192f,3.738,96.779,5.106
2025-05-19 11:39:54,192f,3.8,97.976,5.264
2025-05-19 11:39:56,192f,3.814,97.788,5.208
2025-05-19 11:39:58,192f,3.787,98.652,5.238
2025-05-19 11:40:00,192f,3.753,96.563,5.109
2025-05-19 11:40:01,192f,3.794,97.265,5.185
2025-05-19 11:40:03,192f,3.751,97.48,5.21
2025-05-19 11:40:05,192f,3.92,98.079,5.355
2025-05-19 11:40:07,192f,3.75,96.713,5.224
2025-05-19 11:40:08,192f,3.714,96.3,5.131
2025-05-19 11:40:10,192f,3.73,96.207,5.074
2025-05-19 11:40:12,192f,3.764,97.239,5.217
2025-05-19 11:40:14,192f,3.697,96.58,5.123
2025-05-19 11:40:16,192f,3.792,97.659,5.184
2025-05-19 11:40:17,192f,3.755,97.727,5.197
2025-05-19 11:40:19,192f,3.7,96.974,5.102
2025-05-19 11:40:21,192f,3.722,95.801,5.054
2025-05-19 11:40:23,192f,3.701,96.534,5.07
2025-05-19 11:40:24,192f,3.741,97.139,5.155
2025-05-19 11:40:26,192f,3.793,98.038,5.633
2025-05-19 11:40:28,192f,3.709,97.34,5.109
2025-05-19 11:40:30,192f,3.772,97.022,5.13
2025-05-19 11:40:31,192f,3.727,97.586,5.04
2025-05-19 11:40:33,192f,3.705,96.828,5.182
2025-05-19 11:40:35,192f,3.792,96.811,5.323
2025-05-19 11:40:37,192f,3.949,103.214,5.573
2025-05-19 11:40:39,192f,3.713,96.885,5.116
2025-05-19 11:40:40,192f,3.696,96.428,5.505
2025-05-19 11:40:42,192f,3.786,97.779,5.103
2025-05-19 11:40:44,192f,3.72,97.521,5.189
2025-05-19 11:40:46,192f,3.69,95.792,5.074
2025-05-19 11:40:48,192f,3.719,96.27,5.165
2025-05-19 11:40:49,192f,3.744,97.965,5.164
2025-05-19 11:40:51,192f,3.827,98.072,5.178
2025-05-19 11:40:53,192f,3.77,97.659,5.131
2025-05-19 11:40:55,192f,3.731,96.188,5.069
