timestamp,mode,keygen,sign,verify,rejections,ntru_timing,gauss_timing,fft_timing
2025-07-18 17:44:58,512,35.653,8.365,0.078,0.0000,18.006,7.953,9.011
2025-07-18 17:45:00,512,27.257,6.982,0.058,0.0000,14.532,5.130,7.041
