timestamp,mode,keygen,sign,verify,rejections
2025-06-01 16:11:25,5,0.213,0.364,0.234,0
2025-06-01 16:11:26,5,0.212,0.363,0.230,0
2025-06-01 16:11:26,5,0.212,0.364,0.230,0
2025-06-01 16:11:27,5,0.213,0.364,0.230,0
2025-06-01 16:11:28,5,0.212,0.361,0.231,0
2025-06-01 16:11:28,5,0.213,0.363,0.229,0
2025-06-01 16:11:29,5,0.213,0.363,0.231,0
2025-06-01 16:11:30,5,0.212,0.362,0.230,0
2025-06-01 16:11:30,5,0.212,0.362,0.229,0
2025-06-01 16:11:31,5,0.213,0.364,0.230,0
2025-06-01 16:11:32,5,0.212,0.362,0.229,0
2025-06-01 16:11:32,5,0.212,0.362,0.230,0
2025-06-01 16:11:33,5,0.213,0.362,0.231,0
2025-06-01 16:11:34,5,0.212,0.362,0.229,0
2025-06-01 16:11:34,5,0.211,0.361,0.231,0
2025-06-01 16:11:35,5,0.213,0.364,0.232,0
2025-06-01 16:11:36,5,0.213,0.362,0.229,0
2025-06-01 16:11:36,5,0.212,0.362,0.230,0
2025-06-01 16:11:37,5,0.213,0.364,0.233,0
2025-06-01 16:11:38,5,0.211,0.360,0.231,0
2025-06-01 16:11:38,5,0.212,0.364,0.230,0
2025-06-01 16:11:39,5,0.213,0.364,0.232,0
2025-06-01 16:11:40,5,0.213,0.363,0.230,0
2025-06-01 16:11:40,5,0.212,0.362,0.229,0
2025-06-01 16:11:41,5,0.213,0.361,0.229,0
2025-06-01 16:11:42,5,0.211,0.362,0.230,0
2025-06-01 16:11:42,5,0.213,0.361,0.230,0
2025-06-01 16:11:43,5,0.211,0.362,0.229,0
2025-06-01 16:11:44,5,0.212,0.363,0.229,0
2025-06-01 16:11:44,5,0.212,0.363,0.230,0
2025-06-01 16:11:45,5,0.213,0.361,0.229,0
2025-06-01 16:11:46,5,0.212,0.362,0.230,0
2025-06-01 16:11:46,5,0.212,0.362,0.229,0
2025-06-01 16:11:47,5,0.211,0.363,0.229,0
2025-06-01 16:11:48,5,0.212,0.362,0.229,0
2025-06-01 16:11:48,5,0.213,0.362,0.230,0
2025-06-01 16:11:49,5,0.211,0.361,0.231,0
2025-06-01 16:11:50,5,0.211,0.362,0.229,0
2025-06-01 16:11:50,5,0.212,0.362,0.229,0
2025-06-01 16:11:51,5,0.212,0.362,0.230,0
2025-06-01 16:11:52,5,0.213,0.361,0.230,0
2025-06-01 16:11:52,5,0.213,0.362,0.230,0
2025-06-01 16:11:53,5,0.214,0.362,0.229,0
2025-06-01 16:11:54,5,0.212,0.361,0.231,0
2025-06-01 16:11:54,5,0.212,0.363,0.229,0
2025-06-01 16:11:55,5,0.212,0.363,0.229,0
2025-06-01 16:11:56,5,0.213,0.362,0.229,0
2025-06-01 16:11:56,5,0.212,0.361,0.230,0
2025-06-01 16:11:57,5,0.211,0.362,0.230,0
2025-06-01 16:11:58,5,0.212,0.363,0.230,0
2025-06-01 16:11:58,5,0.213,0.363,0.230,0
2025-06-01 16:11:59,5,0.211,0.363,0.229,0
2025-06-01 16:12:00,5,0.212,0.362,0.230,0
2025-06-01 16:12:00,5,0.212,0.363,0.229,0
2025-06-01 16:12:01,5,0.211,0.362,0.230,0
2025-06-01 16:12:02,5,0.213,0.360,0.229,0
2025-06-01 16:12:02,5,0.212,0.363,0.229,0
2025-06-01 16:12:03,5,0.212,0.359,0.230,0
2025-06-01 16:12:04,5,0.212,0.362,0.229,0
2025-06-01 16:12:04,5,0.214,0.363,0.231,0
2025-06-01 16:12:05,5,0.212,0.362,0.231,0
2025-06-01 16:12:06,5,0.212,0.362,0.229,0
2025-06-01 16:12:06,5,0.212,0.363,0.229,0
2025-06-01 16:12:07,5,0.211,0.362,0.231,0
