timestamp,mode,keygen,sign,verify
2025-04-24 23:23:23,256s,2111.081,30671.882,44.322
2025-04-24 23:23:57,256s,2100.421,30523.721,43.950
2025-04-24 23:24:30,256s,2108.842,30578.683,44.554
2025-04-24 23:25:04,256s,2109.576,30668.434,45.218
2025-04-24 23:25:37,256s,2102.409,30544.720,44.448
2025-04-24 23:26:10,256s,2102.065,30534.821,44.646
2025-04-24 23:26:44,256s,2122.407,30668.020,44.620
2025-04-24 23:27:18,256s,2110.338,30600.521,45.171
2025-04-24 23:27:51,256s,2102.546,30531.071,44.418
2025-04-24 23:28:24,256s,2111.417,30552.085,44.172
2025-04-24 23:28:58,256s,2112.129,30611.897,44.575
2025-04-24 23:29:31,256s,2118.131,30628.725,44.413
2025-04-24 23:30:05,256s,2097.670,30520.969,44.311
2025-04-24 23:30:38,256s,2113.618,30642.025,44.541
2025-04-24 23:31:12,256s,2105.258,30594.007,44.129
2025-04-24 23:31:45,256s,2115.232,30610.865,44.816
2025-04-24 23:32:19,256s,2116.237,30635.020,44.755
2025-04-24 23:32:52,256s,2110.335,30549.880,44.807
2025-04-24 23:33:26,256s,2100.175,30602.253,44.248
2025-04-24 23:33:59,256s,2113.295,30597.301,44.925
2025-04-24 23:34:33,256s,2113.384,30671.317,44.438
2025-04-24 23:35:06,256s,2108.177,30599.918,44.611
2025-04-24 23:35:40,256s,2103.861,30566.858,45.196
2025-04-24 23:36:13,256s,2108.661,30559.367,45.061
2025-04-24 23:36:47,256s,2123.413,30625.849,45.411
2025-04-24 23:37:20,256s,2114.401,30633.810,46.098
2025-04-24 23:37:54,256s,2094.510,30549.059,44.541
2025-04-24 23:38:27,256s,2107.391,30534.793,45.015
2025-04-24 23:39:01,256s,2100.269,30602.256,44.412
2025-04-24 23:39:34,256s,2108.289,30597.780,44.557
2025-04-24 23:40:08,256s,2115.298,30618.229,45.187
2025-04-24 23:40:41,256s,2114.726,30587.426,44.238
2025-04-24 23:41:15,256s,2121.641,30685.311,44.820
2025-04-24 23:41:48,256s,2133.437,30895.027,45.114
2025-04-24 23:42:22,256s,2099.775,30598.094,44.378
2025-04-24 23:42:55,256s,2101.506,30569.917,44.168
2025-04-24 23:43:29,256s,2111.285,30650.692,45.449
2025-04-24 23:44:03,256s,2128.966,30626.898,45.349
2025-04-24 23:44:36,256s,2114.272,30648.063,44.321
2025-04-24 23:45:10,256s,2107.013,30633.781,44.243
