timestamp,mode,keygen,sign,verify
2025-07-14 15:26:26,5,0.400,1.123,0.431
2025-07-14 15:26:27,5,0.394,1.445,0.436
2025-07-14 15:26:28,5,0.401,2.288,0.434
2025-07-14 15:26:30,5,0.388,1.670,0.455
2025-07-14 15:26:31,5,0.396,1.596,0.447
2025-07-14 15:26:33,5,0.397,1.156,0.438
2025-07-14 15:26:34,5,0.398,1.593,0.436
2025-07-14 15:26:35,5,0.503,1.674,0.434
2025-07-14 15:26:37,5,0.385,1.235,0.442
2025-07-14 15:26:38,5,0.398,1.503,0.436
2025-07-14 15:26:40,5,0.492,2.248,0.509
2025-07-14 15:26:41,5,0.388,1.719,0.438
2025-07-14 15:26:43,5,0.385,2.026,0.437
2025-07-14 15:26:44,5,0.403,1.447,0.437
2025-07-14 15:26:45,5,0.398,1.377,0.448
2025-07-14 15:26:47,5,0.398,1.372,0.457
2025-07-14 15:26:48,5,0.392,1.307,0.489
2025-07-14 15:26:50,5,0.385,1.439,0.441
2025-07-14 15:26:51,5,0.411,1.282,0.431
2025-07-14 15:26:52,5,0.385,1.495,0.438
2025-07-14 15:26:54,5,0.387,1.477,0.445
2025-07-14 15:26:55,5,0.392,1.395,0.441
2025-07-14 15:26:57,5,0.384,1.245,0.448
2025-07-14 15:26:58,5,0.386,1.542,0.441
2025-07-14 15:26:59,5,0.452,1.387,0.452
2025-07-14 15:27:01,5,0.399,1.271,0.433
2025-07-14 15:27:02,5,0.393,1.287,0.433
2025-07-14 15:27:03,5,0.385,1.222,0.442
2025-07-14 15:27:05,5,0.439,1.096,0.448
2025-07-14 15:27:06,5,0.389,17.725,0.450
2025-07-14 15:27:08,5,0.385,24.394,0.468
2025-07-14 15:27:10,5,0.388,18.086,0.444
2025-07-14 15:27:11,5,0.410,23.164,0.473
2025-07-14 15:27:13,5,0.412,23.616,0.443
2025-07-14 15:27:14,5,0.399,17.809,0.438
2025-07-14 15:27:16,5,0.389,12.533,0.442
2025-07-14 15:27:17,5,0.392,24.249,0.454
2025-07-14 15:27:19,5,0.396,32.134,0.461
2025-07-14 15:27:20,5,0.393,1.146,0.430
2025-07-14 15:27:22,5,0.387,26.762,0.469
2025-07-14 15:27:24,5,0.456,27.373,0.500
2025-07-14 15:27:25,5,0.474,17.431,0.494
2025-07-14 15:27:27,5,0.402,22.891,0.457
2025-07-14 15:27:29,5,0.494,27.031,0.545
2025-07-14 15:27:31,5,0.439,44.406,0.504
2025-07-14 15:27:33,5,0.404,22.558,0.514
2025-07-14 15:27:34,5,0.389,23.295,0.438
2025-07-14 15:27:36,5,0.387,16.876,0.449
