timestamp,mode,keygen,sign,verify
2025-05-19 06:14:50,192f,38.530,1083.777,60.019
2025-05-19 06:14:51,192f,38.414,1085.649,58.900
2025-05-19 06:14:53,192f,38.578,1084.924,59.269
2025-05-19 06:14:55,192f,38.545,1086.028,58.840
2025-05-19 06:14:57,192f,38.412,1082.456,59.199
2025-05-19 06:14:59,192f,38.730,1091.305,58.463
2025-05-19 06:15:01,192f,38.572,1083.917,58.622
2025-05-19 06:15:03,192f,38.446,1086.179,59.159
2025-05-19 06:15:05,192f,39.432,1085.599,59.153
2025-05-19 06:15:07,192f,38.888,1091.515,59.303
2025-05-19 06:15:08,192f,38.454,1091.021,58.494
2025-05-19 06:15:10,192f,38.542,1088.781,58.357
2025-05-19 06:15:12,192f,38.945,1089.480,58.858
2025-05-19 06:15:14,192f,38.665,1089.920,59.205
2025-05-19 06:15:16,192f,38.610,1085.448,59.167
2025-05-19 06:15:18,192f,38.615,1082.637,58.539
2025-05-19 06:15:20,192f,38.476,1082.649,58.743
2025-05-19 06:15:22,192f,38.919,1083.538,59.478
2025-05-19 06:15:24,192f,38.617,1104.056,61.096
2025-05-19 06:15:26,192f,38.850,1087.792,59.309
2025-05-19 06:15:27,192f,38.660,1085.672,59.032
2025-05-19 06:15:29,192f,38.500,1086.482,58.858
2025-05-19 06:15:31,192f,38.600,1087.288,59.252
2025-05-19 06:15:33,192f,38.683,1087.290,59.259
2025-05-19 06:15:35,192f,38.297,1090.858,59.293
2025-05-19 06:15:37,192f,38.632,1085.740,58.621
2025-05-19 06:15:39,192f,38.430,1082.763,58.699
2025-05-19 06:15:41,192f,38.382,1092.608,58.583
2025-05-19 06:15:43,192f,38.877,1086.079,58.786
2025-05-19 06:15:44,192f,38.914,1086.345,58.407
2025-05-19 06:15:46,192f,38.642,1088.511,58.593
2025-05-19 06:15:48,192f,38.412,1084.133,58.553
2025-05-19 06:15:50,192f,41.125,1081.920,58.941
2025-05-19 06:15:52,192f,38.583,1087.502,58.592
2025-05-19 06:15:54,192f,38.758,1089.059,59.367
2025-05-19 06:15:56,192f,38.440,1090.043,59.279
2025-05-19 06:15:58,192f,38.871,1086.103,58.542
2025-05-19 06:16:00,192f,38.542,1085.212,58.875
2025-05-19 06:16:01,192f,38.640,1082.947,58.610
2025-05-19 06:16:03,192f,38.837,1082.453,58.885
2025-05-19 06:16:05,192f,38.601,1082.794,58.927
2025-05-19 06:16:07,192f,38.431,1089.429,59.084
2025-05-19 06:16:09,192f,38.357,1085.363,58.460
2025-05-19 06:16:11,192f,38.608,1087.226,58.658
2025-05-19 06:16:13,192f,38.460,1086.730,58.774
2025-05-19 06:16:15,192f,41.409,1084.562,58.984
2025-05-19 06:16:17,192f,38.574,1087.003,58.809
2025-05-19 06:16:18,192f,38.929,1084.144,58.965
2025-05-19 06:16:20,192f,38.593,1083.631,59.377
2025-05-19 06:16:22,192f,38.783,1082.967,58.919
2025-05-19 06:16:24,192f,38.745,1083.206,59.505
2025-05-19 06:16:26,192f,38.293,1093.601,58.751
2025-05-19 06:16:28,192f,38.706,1089.056,59.180
2025-05-19 06:16:30,192f,38.752,1089.285,58.796
2025-05-19 06:16:32,192f,38.721,1099.408,59.271
2025-05-19 06:16:34,192f,38.337,1087.400,58.482
2025-05-19 06:16:35,192f,38.798,1086.593,59.281
2025-05-19 06:16:37,192f,38.436,1090.019,59.377
2025-05-19 06:16:39,192f,38.823,1082.401,58.723
2025-05-19 06:16:41,192f,39.103,1097.098,58.476
